id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
1918  5  1004  1007  1015  1016  1017  4  7  8  15  16  17  
1919  6  1001  1003  1013  1014  1017  1  3  5  13  14  17  
1920  6  1003  1005  1011  1015  1018  3  5  7  11  15  18  
1921  9  1002  1007  1012  1014  1015  2  7  10  12  14  15  
1922  4  1002  1003  1012  1013  1016  2  3  7  12  13  16  
1923  5  1002  1004  1013  1015  1018  2  4  5  13  15  18  
1924  9  1006  1007  1011  1013  1016  6  7  9  11  13  16  
1925  3  1004  1007  1014  1016  1017  4  7  8  14  16  17  
1926  3  1003  1005  1011  1015  1016  3  5  7  11  15  16  
1927  3  1004  1006  1014  1015  1016  4  6  9  14  15  16  
1928  10  1004  1006  1012  1013  1014  4  6  10  12  13  14  
1929  4  1002  1003  1013  1017  1018  2  3  5  13  17  18  
1930  9  1002  1007  1012  1016  1017  2  7  10  12  16  17  
1931  4  1003  1004  1012  1015  1017  3  4  9  12  15  17  
1932  8  1004  1005  1014  1017  1018  4  5  6  14  17  18  
1933  1  1001  1004  1012  1016  1018  1  4  6  12  16  18  
1934  6  1003  1005  1015  1017  1018  3  5  6  15  17  18  
1935  7  1004  1006  1013  1015  1017  4  6  9  13  15  17  
1936  6  1003  1004  1013  1014  1016  3  4  8  13  14  16  
1937  8  1003  1007  1014  1016  1017  3  7  9  14  16  17  
1938  10  1001  1007  1012  1016  1017  1  7  8  12  16  17  
1939  6  1001  1003  1015  1016  1017  1  3  8  15  16  17  
1940  9  1002  1004  1012  1016  1017  2  4  7  12  16  17  
1941  9  1001  1003  1016  1017  1018  1  3  10  16  17  18  
1942  10  1003  1004  1011  1014  1016  3  4  10  11  14  16  
1943  9  1001  1005  1013  1016  1018  1  5  9  13  16  18  
1944  6  1001  1004  1013  1014  1015  1  4  8  13  14  15  
1945  5  1003  1004  1011  1015  1017  3  4  10  11  15  17  
1946  2  1002  1003  1012  1017  1018  2  3  9  12  17  18  
1947  2  1003  1006  1013  1015  1018  3  6  7  13  15  18  
1948  4  1002  1005  1013  1015  1018  2  5  6  13  15  18  
1949  9  1002  1003  1011  1013  1018  2  3  8  11  13  18  
1950  4  1002  1004  1012  1015  1017  2  4  10  12  15  17  
1951  9  1001  1007  1013  1014  1018  1  7  10  13  14  18  
1952  3  1001  1002  1011  1013  1016  1  2  10  11  13  16  
1953  6  1004  1005  1011  1016  1017  4  5  7  11  16  17  
1954  3  1002  1003  1011  1016  1017  2  3  7  11  16  17  
1955  2  1001  1005  1012  1014  1015  1  5  9  12  14  15  
1956  5  1002  1006  1013  1017  1018  2  6  10  13  17  18  
1957  3  1005  1007  1011  1017  1018  5  7  9  11  17  18  
1958  10  1001  1007  1013  1015  1017  1  7  9  13  15  17  
1959  2  1002  1003  1012  1017  1018  2  3  7  12  17  18  
1960  8  1001  1004  1011  1015  1016  1  4  9  11  15  16  
1961  6  1001  1002  1011  1012  1014  1  2  4  11  12  14  
1962  6  1001  1003  1011  1016  1018  1  3  7  11  16  18  
1963  8  1002  1006  1013  1014  1016  2  6  8  13  14  16  
1964  9  1001  1003  1011  1013  1017  1  3  10  11  13  17  
1965  2  1001  1002  1013  1016  1018  1  2  5  13  16  18  
1966  7  1001  1006  1014  1015  1017  1  6  10  14  15  17  
1967  7  1003  1004  1011  1016  1018  3  4  9  11  16  18  
1968  9  1004  1007  1016  1017  1018  4  7  10  16  17  18  
1969  2  1005  1006  1011  1014  1017  5  6  9  11  14  17  
1970  8  1002  1003  1012  1014  1016  2  3  9  12  14  16  
1971  7  1002  1005  1011  1012  1013  2  5  10  11  12  13  
1972  5  1001  1006  1015  1016  1018  1  6  7  15  16  18  
1973  4  1001  1002  1011  1015  1018  1  2  5  11  15  18  
1974  4  1002  1004  1014  1015  1017  2  4  9  14  15  17  
1975  5  1004  1005  1011  1012  1017  4  5  9  11  12  17  
1976  10  1001  1004  1011  1015  1016  1  4  9  11  15  16  
1977  9  1003  1004  1011  1016  1017  3  4  6  11  16  17  
1978  5  1002  1006  1011  1014  1017  2  6  9  11  14  17  
1979  5  1002  1006  1013  1014  1017  2  6  8  13  14  17  
1980  8  1003  1007  1012  1013  1015  3  7  9  12  13  15  
1981  3  1004  1006  1012  1013  1015  4  6  8  12  13  15  
1982  9  1003  1006  1013  1016  1018  3  6  7  13  16  18  
1983  9  1001  1007  1011  1012  1015  1  7  8  11  12  15  
1984  7  1004  1007  1011  1013  1014  4  7  10  11  13  14  
1985  4  1003  1006  1011  1012  1013  3  6  10  11  12  13  
1986  8  1001  1002  1011  1016  1017  1  2  9  11  16  17  
1987  6  1001  1002  1012  1013  1018  1  2  4  12  13  18  
1988  6  1002  1006  1011  1015  1018  2  6  9  11  15  18  
1989  6  1003  1007  1011  1014  1015  3  7  9  11  14  15  
1990  4  1006  1007  1011  1014  1017  6  7  8  11  14  17  
1991  9  1003  1007  1012  1014  1017  3  7  8  12  14  17  
1992  9  1001  1002  1012  1013  1018  1  2  4  12  13  18  
1993  8  1003  1007  1011  1012  1018  3  7  8  11  12  18  
1994  10  1003  1005  1012  1015  1017  3  5  8  12  15  17  
1995  8  1003  1006  1011  1013  1017  3  6  9  11  13  17  
1996  4  1001  1004  1014  1017  1018  1  4  7  14  17  18  
1997  10  1004  1006  1014  1017  1018  4  6  10  14  17  18  
1998  9  1001  1006  1012  1013  1017  1  6  8  12  13  17  
1999  4  1002  1003  1011  1016  1018  2  3  9  11  16  18  
2000  2  1001  1006  1014  1017  1018  1  6  8  14  17  18  
2001  9  1002  1003  1012  1013  1017  2  3  7  12  13  17  
2002  3  1001  1002  1012  1015  1018  1  2  5  12  15  18  
2003  10  1005  1006  1011  1013  1016  5  6  8  11  13  16  
2004  10  1002  1006  1012  1015  1017  2  6  8  12  15  17  
2005  2  1001  1005  1011  1013  1014  1  5  10  11  13  14  
2006  10  1001  1002  1016  1017  1018  1  2  3  16  17  18  
2007  1  1001  1003  1013  1015  1018  1  3  6  13  15  18  
2008  7  1002  1005  1012  1013  1018  2  5  8  12  13  18  
2009  9  1001  1003  1013  1015  1017  1  3  5  13  15  17  
2010  7  1001  1002  1016  1017  1018  1  2  9  16  17  18  
2011  2  1003  1005  1015  1016  1017  3  5  6  15  16  17  
2012  3  1003  1005  1013  1016  1018  3  5  7  13  16  18  
2013  6  1001  1002  1013  1016  1018  1  2  10  13  16  18  
2014  7  1005  1007  1012  1014  1016  5  7  9  12  14  16  
2015  6  1002  1005  1011  1016  1018  2  5  8  11  16  18  
2016  4  1001  1003  1011  1012  1017  1  3  6  11  12  17  
2017  9  1003  1004  1011  1015  1016  3  4  6  11  15  16  
2018  9  1005  1006  1011  1012  1018  5  6  9  11  12  18  
2019  8  1003  1004  1016  1017  1018  3  4  5  16  17  18  
2020  10  1003  1005  1011  1012  1016  3  5  7  11  12  16  
2021  1  1001  1005  1013  1015  1016  1  5  9  13  15  16  
2022  1  1002  1007  1011  1012  1016  2  7  8  11  12  16  
2023  7  1004  1005  1011  1013  1015  4  5  6  11  13  15  
2024  4  1002  1005  1011  1016  1017  2  5  7  11  16  17  
2025  3  1002  1003  1011  1012  1014  2  3  7  11  12  14  
2026  3  1003  1007  1012  1013  1016  3  7  9  12  13  16  
2027  5  1003  1007  1012  1016  1017  3  7  10  12  16  17  
2028  4  1001  1002  1012  1013  1015  1  2  8  12  13  15  
2029  1  1002  1006  1012  1013  1017  2  6  7  12  13  17  
2030  3  1002  1003  1012  1013  1015  2  3  6  12  13  15  
2031  8  1004  1005  1012  1015  1018  4  5  9  12  15  18  
2032  9  1002  1004  1012  1014  1015  2  4  6  12  14  15  
2033  2  1002  1007  1011  1012  1013  2  7  9  11  12  13  
2034  8  1001  1005  1011  1012  1015  1  5  8  11  12  15  
2035  10  1003  1004  1012  1013  1014  3  4  8  12  13  14  
2036  5  1001  1002  1011  1014  1016  1  2  8  11  14  16  
2037  8  1002  1003  1012  1015  1018  2  3  9  12  15  18  
2038  7  1002  1003  1012  1014  1017  2  3  10  12  14  17  
2039  4  1003  1004  1011  1016  1018  3  4  5  11  16  18  
2040  10  1001  1004  1011  1012  1018  1  4  5  11  12  18  
2041  5  1002  1006  1012  1013  1014  2  6  8  12  13  14  
2042  5  1002  1004  1011  1012  1013  2  4  5  11  12  13  
2043  3  1003  1004  1011  1012  1016  3  4  6  11  12  16  
2044  2  1004  1007  1015  1017  1018  4  7  9  15  17  18  
2045  7  1003  1006  1016  1017  1018  3  6  8  16  17  18  
2046  3  1001  1002  1012  1013  1017  1  2  9  12  13  17  
2047  6  1002  1006  1012  1014  1015  2  6  10  12  14  15  
2048  10  1001  1005  1014  1015  1017  1  5  7  14  15  17  
2049  1  1004  1007  1012  1015  1018  4  7  10  12  15  18  
2050  8  1002  1007  1013  1015  1017  2  7  8  13  15  17  
2051  7  1001  1002  1012  1017  1018  1  2  7  12  17  18  
2052  6  1001  1002  1011  1014  1018  1  2  5  11  14  18  
2053  5  1003  1005  1011  1012  1017  3  5  7  11  12  17  
2054  4  1002  1005  1011  1012  1014  2  5  8  11  12  14  
2055  10  1001  1003  1016  1017  1018  1  3  6  16  17  18  
2056  1  1001  1004  1012  1016  1017  1  4  7  12  16  17  
2057  10  1001  1002  1013  1017  1018  1  2  4  13  17  18  
2058  4  1001  1002  1013  1014  1018  1  2  3  13  14  18  
2059  6  1001  1002  1012  1015  1018  1  2  4  12  15  18  
2060  3  1001  1003  1015  1017  1018  1  3  5  15  17  18  
2061  1  1001  1005  1013  1015  1016  1  5  8  13  15  16  
2062  7  1001  1006  1011  1017  1018  1  6  10  11  17  18  
2063  5  1001  1002  1011  1014  1016  1  2  6  11  14  16  
2064  6  1003  1004  1012  1013  1015  3  4  5  12  13  15  
2065  2  1005  1007  1016  1017  1018  5  7  9  16  17  18  
2066  8  1004  1006  1015  1016  1018  4  6  8  15  16  18  
2067  8  1002  1006  1015  1016  1017  2  6  9  15  16  17  
2068  5  1002  1003  1012  1014  1015  2  3  7  12  14  15  
2069  10  1003  1007  1012  1015  1016  3  7  8  12  15  16  
2070  7  1001  1003  1012  1013  1015  1  3  6  12  13  15  
2071  5  1005  1006  1014  1016  1018  5  6  10  14  16  18  
2072  5  1005  1007  1012  1013  1015  5  7  9  12  13  15  
2073  3  1003  1004  1011  1013  1018  3  4  9  11  13  18  
2074  6  1006  1007  1013  1016  1018  6  7  8  13  16  18  
2075  6  1002  1005  1011  1013  1017  2  5  9  11  13  17  
2076  7  1002  1007  1011  1015  1018  2  7  10  11  15  18  
2077  9  1003  1004  1014  1016  1017  3  4  5  14  16  17  
2078  8  1003  1005  1011  1013  1014  3  5  6  11  13  14  
2079  5  1002  1003  1012  1015  1018  2  3  4  12  15  18  
2080  7  1001  1007  1015  1017  1018  1  7  9  15  17  18  
2081  3  1001  1004  1011  1013  1018  1  4  9  11  13  18  
2082  8  1005  1007  1016  1017  1018  5  7  9  16  17  18  
2083  6  1004  1005  1011  1014  1015  4  5  10  11  14  15  
2084  8  1002  1005  1014  1017  1018  2  5  10  14  17  18  
2085  1  1003  1005  1012  1016  1017  3  5  10  12  16  17  
2086  9  1003  1007  1015  1017  1018  3  7  8  15  17  18  
2087  1  1001  1006  1011  1014  1017  1  6  7  11  14  17  
2088  7  1006  1007  1011  1017  1018  6  7  10  11  17  18  
2089  9  1006  1007  1013  1015  1018  6  7  10  13  15  18  
2090  3  1003  1006  1011  1013  1017  3  6  8  11  13  17  
2091  5  1004  1005  1012  1017  1018  4  5  8  12  17  18  
2092  5  1003  1005  1015  1016  1017  3  5  7  15  16  17  
2093  9  1003  1004  1012  1014  1018  3  4  9  12  14  18  
2094  10  1005  1007  1012  1013  1018  5  7  9  12  13  18  
2095  9  1004  1007  1015  1016  1017  4  7  10  15  16  17  
2096  5  1002  1005  1011  1014  1015  2  5  7  11  14  15  
2097  9  1003  1006  1014  1016  1018  3  6  7  14  16  18  
2098  6  1002  1003  1011  1017  1018  2  3  4  11  17  18  
2099  8  1001  1005  1015  1016  1018  1  5  9  15  16  18  
2100  6  1001  1002  1015  1016  1017  1  2  7  15  16  17  
2101  4  1002  1004  1013  1016  1018  2  4  9  13  16  18  
2102  9  1002  1004  1013  1017  1018  2  4  5  13  17  18  
2103  1  1002  1004  1013  1016  1017  2  4  5  13  16  17  
2104  7  1002  1003  1013  1015  1017  2  3  5  13  15  17  
2105  3  1001  1005  1015  1016  1018  1  5  6  15  16  18  
2106  1  1003  1005  1011  1012  1015  3  5  7  11  12  15  
2107  8  1004  1006  1011  1012  1013  4  6  10  11  12  13  
2108  4  1004  1006  1011  1014  1018  4  6  8  11  14  18  
2109  9  1001  1005  1012  1014  1016  1  5  6  12  14  16  
2110  6  1001  1004  1013  1017  1018  1  4  8  13  17  18  
2111  7  1006  1007  1011  1017  1018  6  7  8  11  17  18  
2112  10  1002  1004  1011  1016  1017  2  4  8  11  16  17  
2113  4  1001  1007  1015  1016  1018  1  7  9  15  16  18  
2114  4  1001  1002  1011  1012  1017  1  2  3  11  12  17  
2115  2  1001  1003  1011  1014  1016  1  3  10  11  14  16  
2116  6  1003  1004  1013  1016  1018  3  4  10  13  16  18  
2117  10  1005  1007  1013  1016  1018  5  7  8  13  16  18  
2118  6  1001  1002  1012  1016  1018  1  2  9  12  16  18  
2119  8  1001  1002  1011  1014  1015  1  2  5  11  14  15  
2120  9  1001  1002  1011  1012  1016  1  2  8  11  12  16  
2121  3  1001  1003  1012  1013  1018  1  3  7  12  13  18  
2122  1  1003  1004  1011  1017  1018  3  4  7  11  17  18  
2123  7  1001  1003  1011  1016  1018  1  3  4  11  16  18  
2124  10  1003  1004  1013  1015  1018  3  4  5  13  15  18  
2125  9  1003  1005  1014  1015  1018  3  5  6  14  15  18  
2126  5  1004  1006  1012  1015  1017  4  6  9  12  15  17  
2127  2  1002  1004  1016  1017  1018  2  4  7  16  17  18  
2128  10  1001  1002  1011  1012  1017  1  2  9  11  12  17  
2129  1  1003  1004  1012  1014  1016  3  4  10  12  14  16  
2130  7  1001  1002  1013  1014  1015  1  2  6  13  14  15  
2131  2  1001  1002  1012  1014  1016  1  2  9  12  14  16  
2132  5  1001  1002  1015  1016  1018  1  2  5  15  16  18  
2133  6  1004  1007  1011  1014  1017  4  7  9  11  14  17  
2134  3  1002  1004  1012  1013  1016  2  4  9  12  13  16  
2135  2  1001  1002  1014  1016  1018  1  2  9  14  16  18  
2136  3  1001  1002  1012  1016  1017  1  2  4  12  16  17  
2137  4  1001  1004  1011  1012  1017  1  4  8  11  12  17  
2138  3  1002  1003  1011  1012  1014  2  3  8  11  12  14  
2139  2  1005  1007  1011  1013  1017  5  7  10  11  13  17  
2140  8  1005  1006  1015  1016  1018  5  6  8  15  16  18  
2141  8  1001  1003  1013  1017  1018  1  3  7  13  17  18  
2142  4  1001  1007  1012  1014  1016  1  7  8  12  14  16  
2143  1  1004  1007  1011  1015  1017  4  7  8  11  15  17  
2144  10  1006  1007  1011  1012  1015  6  7  8  11  12  15  
2145  9  1001  1006  1011  1017  1018  1  6  10  11  17  18  
2146  4  1001  1004  1011  1012  1017  1  4  10  11  12  17  
2147  7  1001  1002  1013  1014  1015  1  2  9  13  14  15  
2148  1  1001  1002  1011  1015  1017  1  2  5  11  15  17  
2149  10  1001  1002  1013  1014  1018  1  2  4  13  14  18  
2150  5  1001  1002  1013  1014  1015  1  2  3  13  14  15  
2151  7  1005  1007  1012  1014  1016  5  7  8  12  14  16  
2152  8  1002  1003  1011  1012  1016  2  3  4  11  12  16  
2153  4  1001  1006  1011  1017  1018  1  6  7  11  17  18  
2154  9  1001  1002  1012  1013  1018  1  2  7  12  13  18  
2155  2  1005  1006  1012  1017  1018  5  6  9  12  17  18  
2156  10  1001  1002  1011  1013  1017  1  2  3  11  13  17  
2157  8  1001  1003  1011  1015  1016  1  3  6  11  15  16  
2158  9  1002  1003  1012  1015  1016  2  3  4  12  15  16  
2159  3  1001  1007  1011  1012  1017  1  7  10  11  12  17  
2160  6  1001  1002  1011  1013  1015  1  2  5  11  13  15  
2161  4  1001  1003  1013  1015  1016  1  3  5  13  15  16  
2162  1  1006  1007  1011  1017  1018  6  7  8  11  17  18  
2163  7  1004  1005  1015  1017  1018  4  5  7  15  17  18  
2164  6  1002  1003  1011  1015  1016  2  3  7  11  15  16  
2165  6  1001  1003  1015  1016  1017  1  3  9  15  16  17  
2166  10  1001  1005  1011  1017  1018  1  5  9  11  17  18  
2167  1  1003  1006  1011  1015  1018  3  6  7  11  15  18  
2168  7  1002  1006  1015  1017  1018  2  6  8  15  17  18  
2169  4  1004  1006  1013  1015  1016  4  6  8  13  15  16  
2170  7  1002  1003  1011  1014  1015  2  3  10  11  14  15  
2171  3  1002  1004  1014  1016  1018  2  4  8  14  16  18  
2172  10  1002  1006  1016  1017  1018  2  6  9  16  17  18  
2173  9  1001  1002  1014  1017  1018  1  2  3  14  17  18  
2174  2  1003  1004  1011  1016  1017  3  4  6  11  16  17  
2175  3  1002  1003  1011  1014  1018  2  3  6  11  14  18  
2176  4  1002  1005  1012  1014  1018  2  5  7  12  14  18  
2177  8  1004  1007  1011  1017  1018  4  7  9  11  17  18  
2178  7  1001  1003  1013  1015  1016  1  3  4  13  15  16  
2179  10  1002  1003  1011  1014  1018  2  3  4  11  14  18  
2180  9  1002  1004  1013  1015  1018  2  4  10  13  15  18  
2181  3  1001  1006  1012  1016  1017  1  6  10  12  16  17  
2182  9  1002  1003  1012  1013  1017  2  3  5  12  13  17  
2183  6  1005  1006  1013  1015  1018  5  6  7  13  15  18  
2184  6  1001  1006  1012  1014  1017  1  6  8  12  14  17  
2185  5  1001  1006  1015  1017  1018  1  6  10  15  17  18  
2186  10  1002  1004  1014  1015  1017  2  4  9  14  15  17  
2187  8  1002  1003  1011  1012  1016  2  3  8  11  12  16  
2188  10  1002  1004  1015  1017  1018  2  4  7  15  17  18  
2189  6  1001  1002  1013  1014  1017  1  2  9  13  14  17  
2190  9  1001  1003  1011  1012  1013  1  3  8  11  12  13  
2191  10  1005  1006  1012  1014  1016  5  6  7  12  14  16  
2192  8  1001  1005  1011  1014  1018  1  5  8  11  14  18  
2193  2  1003  1006  1012  1014  1018  3  6  8  12  14  18  
2194  5  1004  1006  1011  1013  1017  4  6  10  11  13  17  
2195  2  1002  1006  1011  1012  1018  2  6  9  11  12  18  
2196  10  1003  1004  1014  1016  1017  3  4  8  14  16  17  
2197  2  1001  1002  1011  1013  1016  1  2  6  11  13  16  
2198  10  1001  1002  1011  1012  1018  1  2  5  11  12  18  
2199  3  1003  1005  1011  1014  1016  3  5  7  11  14  16  
2200  9  1002  1003  1012  1017  1018  2  3  10  12  17  18  
2201  4  1005  1006  1012  1014  1018  5  6  7  12  14  18  
2202  5  1002  1007  1012  1013  1015  2  7  8  12  13  15  
2203  3  1004  1005  1012  1015  1018  4  5  9  12  15  18  
2204  5  1002  1007  1011  1014  1016  2  7  8  11  14  16  
2205  3  1003  1006  1015  1016  1018  3  6  9  15  16  18  
2206  10  1001  1005  1011  1012  1016  1  5  7  11  12  16  
2207  5  1004  1007  1011  1012  1015  4  7  8  11  12  15  
2208  6  1001  1003  1012  1017  1018  1  3  10  12  17  18  
2209  8  1002  1004  1014  1016  1017  2  4  7  14  16  17  
2210  5  1003  1006  1012  1016  1018  3  6  8  12  16  18  
2211  8  1004  1006  1015  1016  1018  4  6  8  15  16  18  
2212  9  1002  1003  1011  1012  1017  2  3  7  11  12  17  
2213  1  1001  1002  1011  1012  1013  1  2  4  11  12  13  
2214  8  1005  1006  1016  1017  1018  5  6  10  16  17  18  
2215  8  1001  1007  1011  1013  1016  1  7  9  11  13  16  
2216  6  1001  1007  1011  1016  1017  1  7  8  11  16  17  
2217  6  1002  1005  1012  1013  1018  2  5  8  12  13  18  
2218  4  1001  1003  1013  1014  1015  1  3  7  13  14  15  
